"ATM","AccountID","Location","TransAmt","TransDate","TransNo"
"23","90398","Magnolia Way",370.00,"2001/06/03","312756"
"21","113236","Congress Street",420.00,"2001/06/03","312757"
"16","301037","Oak Street",4477.14,"2001/06/03","312758"
"27","176437","Robson Street",2172.65,"2001/06/03","312759"
"27","812465","Robson Street",460.00,"2001/06/03","312760"
"23","230575","Magnolia Way",6641.40,"2001/06/03","312761"
"16","994403","Oak Street",500.00,"2001/06/03","312762"
"27","202028","Robson Street",3313.10,"2001/06/03","312763"
"27","250402","Robson Street",210.00,"2001/06/03","312764"
"22","739622","Eighth Avenue",6857.64,"2001/06/03","312765"
"19","329169","Linden Avenue",2533.72,"2001/06/03","312766"
"22","564291","Eighth Avenue",440.00,"2001/06/03","312767"
"27","519311","Robson Street",6320.11,"2001/06/03","312768"
"22","797352","Eighth Avenue",320.00,"2001/06/03","312769"
"23","512328","Magnolia Way",340.00,"2001/06/03","312770"
"16","97627","Oak Street",400.00,"2001/06/03","312771"
"23","","Magnolia Way",250.00,"2001/06/03","312772"
"23","797352","Magnolia Way",190.00,"2001/06/03","312773"
"21","35189","Congress Street",500.00,"2001/06/03","312774"
"23","512328","Magnolia Way",8421.97,"2001/06/03","312775"
"22","269267","Eighth Avenue",470.00,"2001/06/03","312776"
"28","869033","Lamar Boulevard",370.00,"2001/06/03","312777"
"22","504356","Eighth Avenue",260.00,"2001/06/03","312778"
"21","519311","Congress Street",90.00,"2001/06/03","312779"
"22","","Eighth Avenue",8523.82,"2001/06/03","312780"
"19","501657","Linden Avenue",5501.13,"2001/06/03","312781"
"27","739622","Robson Street",150.00,"2001/06/03","312782"
"23","641464","Magnolia Way",8270.53,"2001/06/03","312783"
"27","797352","Robson Street",2171.18,"2001/06/03","312784"
"19","519311","Linden Avenue",7756.58,"2001/06/03","312785"
"16","","Oak Street",1860.69,"2001/06/03","312786"
"19","","Linden Avenue",20.00,"2001/06/03","312787"
"23","297397","Magnolia Way",452.36,"2001/06/03","312788"
"23","301037","Magnolia Way",490.00,"2001/06/03","312789"
"21","519311","Congress Street",4201.80,"2001/06/03","312790"
"27","512328","Robson Street",280.00,"2001/06/03","312791"
"27","519311","Robson Street",390.00,"2001/06/03","312792"
"22","641464","Eighth Avenue",2331.36,"2001/06/03","312793"
"27","797352","Robson Street",180.00,"2001/06/03","312794"
"27","836004","Robson Street",390.00,"2001/06/03","312795"
"27","","Robson Street",50.00,"2001/06/03","312796"
"19","","Linden Avenue",200.00,"2001/06/03","312797"
"19","","Linden Avenue",8712.34,"2001/06/03","312798"
"27","222006","Robson Street",8983.34,"2001/06/03","312799"
"19","811002","Linden Avenue",420.00,"2001/06/03","312800"
"27","113236","Robson Street",1222.57,"2001/06/03","312801"
"16","90398","Oak Street",3808.33,"2001/06/03","312802"
"28","","Lamar Boulevard",8299.93,"2001/06/03","312803"
"23","","Magnolia Way",90.00,"2001/06/03","312804"
"23","35189","Magnolia Way",450.00,"2001/06/03","312805"
"22","444413","Eighth Avenue",480.00,"2001/06/03","312806"
"22","","Eighth Avenue",470.00,"2001/06/03","312807"
"22","81559","Eighth Avenue",190.00,"2001/06/03","312808"
"21","","Congress Street",460.00,"2001/06/03","312809"
"22","81559","Eighth Avenue",260.00,"2001/06/03","312810"
"22","938010","Eighth Avenue",240.00,"2001/06/03","312811"
"27","97627","Robson Street",280.00,"2001/06/03","312812"
"27","869033","Robson Street",8160.51,"2001/06/03","312813"
"22","","Eighth Avenue",4934.45,"2001/06/03","312814"
"21","914508","Congress Street",200.00,"2001/06/03","312815"
"27","269267","Robson Street",480.00,"2001/06/03","312816"
"22","202028","Eighth Avenue",290.00,"2001/06/03","312817"
"27","501657","Robson Street",360.00,"2001/06/03","312818"
"21","","Congress Street",120.00,"2001/06/03","312819"
"27","641464","Robson Street",300.00,"2001/06/03","312820"
"27","739622","Robson Street",2476.96,"2001/06/03","312821"
"27","","Robson Street",9045.41,"2001/06/03","312822"
"28","812465","Lamar Boulevard",3706.91,"2001/06/03","312823"
"27","","Robson Street",20.00,"2001/06/03","312824"
"21","519311","Congress Street",180.00,"2001/06/03","312825"
"23","559491","Magnolia Way",6209.89,"2001/06/03","312826"
"22","202028","Eighth Avenue",4729.45,"2001/06/03","312827"
"27","","Robson Street",604.28,"2001/06/03","312828"
"21","811002","Congress Street",3992.05,"2001/06/03","312829"
"19","35189","Linden Avenue",9636.49,"2001/06/03","312830"
"22","","Eighth Avenue",7787.71,"2001/06/03","312831"
"19","914508","Linden Avenue",7218.12,"2001/06/03","312832"
"22","113236","Eighth Avenue",170.00,"2001/06/03","312833"
"22","501657","Eighth Avenue",101.05,"2001/06/03","312834"
"27","230575","Robson Street",2683.20,"2001/06/03","312835"
"19","35189","Linden Avenue",3187.58,"2001/06/03","312836"
"19","","Linden Avenue",310.00,"2001/06/03","312837"
"27","836004","Robson Street",50.00,"2001/06/03","312838"
"22","795401","Eighth Avenue",350.00,"2001/06/03","312839"
"27","820025","Robson Street",3915.35,"2001/06/03","312840"
"22","81559","Eighth Avenue",200.00,"2001/06/03","312841"
"22","501657","Eighth Avenue",330.00,"2001/06/03","312842"
"23","519311","Magnolia Way",350.00,"2001/06/03","312843"
"22","231494","Eighth Avenue",2753.59,"2001/06/03","312844"
"27","","Robson Street",280.00,"2001/06/03","312845"
"19","836004","Linden Avenue",160.00,"2001/06/03","312846"
"19","202028","Linden Avenue",200.00,"2001/06/03","312847"
"27","797352","Robson Street",290.00,"2001/06/03","312848"
"27","564291","Robson Street",120.00,"2001/06/03","312849"
"22","264629","Eighth Avenue",640.04,"2001/06/03","312850"
"27","878035","Robson Street",50.00,"2001/06/03","312851"
"27","","Robson Street",1194.91,"2001/06/03","312852"
"27","35189","Robson Street",5396.12,"2001/06/03","312853"
"21","562270","Congress Street",490.00,"2001/06/03","312854"
"27","836004","Robson Street",470.00,"2001/06/03","312855"
"27","","Robson Street",401.47,"2001/06/03","312856"
"19","113236","Linden Avenue",170.00,"2001/06/03","312857"
"23","562270","Magnolia Way",5145.16,"2001/06/03","312858"
"19","836004","Linden Avenue",300.00,"2001/06/03","312859"
"23","504356","Magnolia Way",240.00,"2001/06/03","312860"
"19","641464","Linden Avenue",8755.05,"2001/06/03","312861"
"19","797352","Linden Avenue",4776.94,"2001/06/03","312862"
"22","56016","Eighth Avenue",250.00,"2001/06/03","312863"
"19","359310","Linden Avenue",480.00,"2001/06/03","312864"
"19","","Linden Avenue",270.00,"2001/06/03","312865"
"22","176437","Eighth Avenue",5836.01,"2001/06/03","312866"
"28","","Lamar Boulevard",1447.22,"2001/06/03","312867"
"19","","Linden Avenue",470.00,"2001/06/03","312868"
"21","820025","Congress Street",390.00,"2001/06/03","312869"
"19","","Linden Avenue",8745.75,"2001/06/03","312870"
"22","501657","Eighth Avenue",60.00,"2001/06/03","312871"
"22","797352","Eighth Avenue",370.00,"2001/06/03","312872"
"21","641464","Congress Street",200.00,"2001/06/03","312873"
"22","329169","Eighth Avenue",2052.21,"2001/06/03","312874"
"27","359310","Robson Street",40.00,"2001/06/03","312875"
"27","","Robson Street",300.00,"2001/06/03","312876"
"27","869033","Robson Street",240.00,"2001/06/03","312877"
"27","513574","Robson Street",7166.21,"2001/06/03","312878"
"27","176437","Robson Street",480.00,"2001/06/03","312879"
"22","","Eighth Avenue",370.00,"2001/06/03","312880"
"19","501657","Linden Avenue",8628.80,"2001/06/03","312881"
"19","56016","Linden Avenue",60.00,"2001/06/03","312882"
"23","815062","Magnolia Way",330.00,"2001/06/03","312883"
"22","56016","Eighth Avenue",160.00,"2001/06/03","312884"
"19","","Linden Avenue",340.00,"2001/06/03","312885"
"23","","Magnolia Way",200.00,"2001/06/03","312886"
"19","250402","Linden Avenue",450.00,"2001/06/03","312887"
"22","836004","Eighth Avenue",290.00,"2001/06/03","312888"
"22","878035","Eighth Avenue",440.00,"2001/06/03","312889"
"27","202028","Robson Street",9080.82,"2001/06/03","312890"
"23","812465","Magnolia Way",40.00,"2001/06/03","312891"
"27","113236","Robson Street",270.00,"2001/06/03","312892"
"23","81559","Magnolia Way",230.00,"2001/06/03","312893"
"22","","Eighth Avenue",110.00,"2001/06/03","312894"
"22","97627","Eighth Avenue",1930.84,"2001/06/03","312895"
"19","","Linden Avenue",410.00,"2001/06/03","312896"
"27","504356","Robson Street",2035.96,"2001/06/03","312897"
"27","","Robson Street",470.00,"2001/06/03","312898"
"16","641464","Oak Street",1739.31,"2001/06/03","312899"
"16","","Oak Street",100.00,"2001/06/03","312900"
"19","","Linden Avenue",2765.81,"2001/06/03","312901"
"22","","Eighth Avenue",380.00,"2001/06/03","312902"
"19","501657","Linden Avenue",260.00,"2001/06/03","312903"
"23","297397","Magnolia Way",1574.01,"2001/06/03","312904"
"27","","Robson Street",170.00,"2001/06/03","312905"
"23","","Magnolia Way",6958.56,"2001/06/03","312906"
"27","559491","Robson Street",240.00,"2001/06/03","312907"
"19","222006","Linden Avenue",9439.14,"2001/06/03","312908"
"23","812465","Magnolia Way",130.00,"2001/06/03","312909"
"27","222006","Robson Street",6552.23,"2001/06/03","312910"
"27","","Robson Street",330.00,"2001/06/03","312911"
"22","222006","Eighth Avenue",230.00,"2001/06/03","312912"
"22","231494","Eighth Avenue",500.00,"2001/06/03","312913"
"28","463451","Lamar Boulevard",430.00,"2001/06/03","312914"
"27","641464","Robson Street",270.00,"2001/06/03","312915"
"23","","Magnolia Way",330.00,"2001/06/03","312916"
"27","938010","Robson Street",490.00,"2001/06/03","312917"
"27","994403","Robson Street",410.00,"2001/06/03","312918"
"27","564291","Robson Street",300.00,"2001/06/03","312919"
"23","504356","Magnolia Way",5768.89,"2001/06/03","312920"
"27","519311","Robson Street",817.49,"2001/06/03","312921"
"23","269267","Magnolia Way",500.00,"2001/06/03","312922"
"27","284354","Robson Street",130.00,"2001/06/03","312923"
"22","35189","Eighth Avenue",1018.58,"2001/06/03","312924"
"27","359310","Robson Street",5775.81,"2001/06/03","312925"
"27","230575","Robson Street",490.00,"2001/06/03","312926"
"23","512328","Magnolia Way",2592.13,"2001/06/03","312927"
"27","","Robson Street",5480.93,"2001/06/03","312928"
"22","994403","Eighth Avenue",480.00,"2001/06/03","312929"
"22","811002","Eighth Avenue",210.00,"2001/06/03","312930"
"22","795401","Eighth Avenue",130.00,"2001/06/03","312931"
"27","90398","Robson Street",4096.58,"2001/06/03","312932"
"28","","Lamar Boulevard",20.00,"2001/06/03","312933"
"16","869033","Oak Street",80.00,"2001/06/03","312934"
"21","","Congress Street",160.00,"2001/06/03","312935"
"22","","Eighth Avenue",470.00,"2001/06/03","312936"
"16","","Oak Street",230.00,"2001/06/03","312937"
"19","812465","Linden Avenue",50.00,"2001/06/03","312938"
"27","812465","Robson Street",2623.56,"2001/06/03","312939"
"23","","Magnolia Way",230.00,"2001/06/03","312940"
"19","812465","Linden Avenue",5838.54,"2001/06/03","312941"
"16","","Oak Street",3055.81,"2001/06/03","312942"
"27","","Robson Street",4812.62,"2001/06/03","312943"
"22","869033","Eighth Avenue",7485.52,"2001/06/03","312944"
"27","513574","Robson Street",8257.42,"2001/06/03","312945"
"21","","Congress Street",420.00,"2001/06/03","312946"
"23","564291","Magnolia Way",460.00,"2001/06/03","312947"
"23","","Magnolia Way",60.00,"2001/06/03","312948"
"22","641464","Eighth Avenue",400.00,"2001/06/03","312949"
"16","","Oak Street",210.00,"2001/06/03","312950"
"27","202028","Robson Street",150.00,"2001/06/03","312951"
"23","222006","Magnolia Way",220.00,"2001/06/03","312952"
"22","202028","Eighth Avenue",500.00,"2001/06/03","312953"
"22","","Eighth Avenue",330.00,"2001/06/03","312954"
"23","301037","Magnolia Way",5706.96,"2001/06/03","312955"
"23","230575","Magnolia Way",350.00,"2001/06/03","312956"
"21","836004","Congress Street",290.00,"2001/06/03","312957"
"27","","Robson Street",7783.99,"2001/06/03","312958"
"23","","Magnolia Way",150.00,"2001/06/03","312959"
"19","","Linden Avenue",8711.49,"2001/06/03","312960"
"27","820025","Robson Street",50.00,"2001/06/03","312961"
"27","","Robson Street",7003.36,"2001/06/03","312962"
"22","795401","Eighth Avenue",70.00,"2001/06/03","312963"
"28","250402","Lamar Boulevard",480.00,"2001/06/03","312964"
"28","269267","Lamar Boulevard",5063.79,"2001/06/03","312965"
"23","297397","Magnolia Way",440.00,"2001/06/03","312966"
"22","113236","Eighth Avenue",460.00,"2001/06/03","312967"
"23","222006","Magnolia Way",330.00,"2001/06/03","312968"
"22","","Eighth Avenue",90.00,"2001/06/03","312969"
"27","301037","Robson Street",373.98,"2001/06/03","312970"
"27","","Robson Street",200.00,"2001/06/03","312971"
"27","504356","Robson Street",7653.93,"2001/06/03","312972"
"27","","Robson Street",8448.09,"2001/06/03","312973"
"16","222006","Oak Street",3622.53,"2001/06/03","312974"
"27","641464","Robson Street",8624.56,"2001/06/03","312975"
"22","","Eighth Avenue",9613.01,"2001/06/03","312976"
"19","284354","Linden Avenue",40.00,"2001/06/03","312977"
"23","","Magnolia Way",7047.39,"2001/06/03","312978"
"22","","Eighth Avenue",180.00,"2001/06/03","312979"
"22","297397","Eighth Avenue",6079.69,"2001/06/03","312980"
"27","","Robson Street",3630.00,"2001/06/03","312981"
"21","","Congress Street",480.00,"2001/06/03","312982"
"27","301037","Robson Street",370.00,"2001/06/03","312983"
"23","81559","Magnolia Way",2376.47,"2001/06/03","312984"
"22","641464","Eighth Avenue",210.00,"2001/06/03","312985"
"27","811002","Robson Street",7782.95,"2001/06/03","312986"
"27","","Robson Street",8764.45,"2001/06/03","312987"
"22","836004","Eighth Avenue",2487.88,"2001/06/03","312988"
"23","301037","Magnolia Way",3807.92,"2001/06/03","312989"
"22","914508","Eighth Avenue",400.00,"2001/06/03","312990"
"28","176437","Lamar Boulevard",6342.79,"2001/06/03","312991"
"19","739622","Linden Avenue",370.00,"2001/06/03","312992"
"27","562270","Robson Street",2426.58,"2001/06/03","312993"
"19","202028","Linden Avenue",2743.23,"2001/06/03","312994"
"28","","Lamar Boulevard",40.00,"2001/06/03","312995"
"23","815062","Magnolia Way",330.00,"2001/06/03","312996"
"22","301037","Eighth Avenue",70.00,"2001/06/03","312997"
"23","513574","Magnolia Way",440.00,"2001/06/03","312998"
"19","35189","Linden Avenue",400.00,"2001/06/03","312999"
"27","264629","Robson Street",9854.29,"2001/06/03","313000"
"27","512328","Robson Street",40.67,"2001/06/03","313001"
"16","56016","Oak Street",450.00,"2001/06/03","313002"
"16","797352","Oak Street",430.00,"2001/06/03","313003"
"27","","Robson Street",6662.04,"2001/06/03","313004"
"27","250402","Robson Street",5561.18,"2001/06/03","313005"
"16","994403","Oak Street",6928.84,"2001/06/03","313006"
"16","797352","Oak Street",4643.72,"2001/06/03","313007"
"19","","Linden Avenue",450.00,"2001/06/03","313008"
"22","329169","Eighth Avenue",330.00,"2001/06/03","313009"
"22","869033","Eighth Avenue",4684.42,"2001/06/03","313010"
"27","","Robson Street",40.00,"2001/06/03","313011"
"23","284354","Magnolia Way",450.00,"2001/06/03","313012"
"27","250402","Robson Street",440.00,"2001/06/03","313013"
"22","90398","Eighth Avenue",10.00,"2001/06/03","313014"
"22","501657","Eighth Avenue",3253.21,"2001/06/03","313015"
"27","795401","Robson Street",70.00,"2001/06/03","313016"
"27","176437","Robson Street",180.00,"2001/06/03","313017"
"27","","Robson Street",460.00,"2001/06/03","313018"
"27","","Robson Street",6040.85,"2001/06/03","313019"
"16","","Oak Street",100.00,"2001/06/03","313020"
"22","359310","Eighth Avenue",470.00,"2001/06/03","313021"
"27","359310","Robson Street",250.00,"2001/06/03","313022"
"16","504356","Oak Street",160.00,"2001/06/03","313023"
"27","113236","Robson Street",110.00,"2001/06/03","313024"
"19","250402","Linden Avenue",7248.93,"2001/06/03","313025"
"23","","Magnolia Way",8125.48,"2001/06/03","313026"
"19","512328","Linden Avenue",260.00,"2001/06/03","313027"
"27","113236","Robson Street",130.00,"2001/06/03","313028"
"27","815062","Robson Street",8229.74,"2001/06/03","313029"
"22","231494","Eighth Avenue",130.00,"2001/06/03","313030"
"27","301037","Robson Street",120.00,"2001/06/03","313031"
"27","938010","Robson Street",110.00,"2001/06/03","313032"
"22","444413","Eighth Avenue",6440.03,"2001/06/03","313033"
"23","329169","Magnolia Way",460.00,"2001/06/03","313034"
"19","","Linden Avenue",20.00,"2001/06/03","313035"
"27","","Robson Street",7284.10,"2001/06/03","313036"
"21","81559","Congress Street",320.00,"2001/06/03","313037"
"27","","Robson Street",1793.76,"2001/06/03","313038"
"23","812465","Magnolia Way",2519.59,"2001/06/04","313039"
"21","176437","Congress Street",8062.35,"2001/06/04","313040"
"19","113236","Linden Avenue",40.00,"2001/06/04","313041"
"27","81559","Robson Street",7890.71,"2001/06/04","313042"
"16","35189","Oak Street",460.00,"2001/06/04","313043"
"27","938010","Robson Street",190.00,"2001/06/04","313044"
"19","","Linden Avenue",280.00,"2001/06/04","313045"
"28","501657","Lamar Boulevard",2520.71,"2001/06/04","313046"
"23","815062","Magnolia Way",7945.22,"2001/06/04","313047"
"23","869033","Magnolia Way",330.00,"2001/06/04","313048"
"27","914508","Robson Street",7688.74,"2001/06/04","313049"
"19","815062","Linden Avenue",60.00,"2001/06/04","313050"
"19","836004","Linden Avenue",7936.17,"2001/06/04","313051"
"23","641464","Magnolia Way",450.00,"2001/06/04","313052"
"27","739622","Robson Street",402.46,"2001/06/04","313053"
"21","","Congress Street",2739.02,"2001/06/04","313054"
"21","","Congress Street",80.00,"2001/06/04","313055"
"22","","Eighth Avenue",450.00,"2001/06/04","313056"
"27","797352","Robson Street",6919.28,"2001/06/04","313057"
"23","820025","Magnolia Way",330.00,"2001/06/04","313058"
"21","81559","Congress Street",9734.38,"2001/06/04","313059"
"21","512328","Congress Street",1990.23,"2001/06/04","313060"
"19","994403","Linden Avenue",8062.68,"2001/06/04","313061"
